id,title,url,artistUrl,artistName,artistId,completitionYear,width,image,height,genres,styles,media,tags,period,location,galleries,description
577274deedc2cb3880ccdd2b,Job,job-1896,alphonse-mucha,Alphonse Mucha,57726d85edc2cb3880b48df8,1896.0,449,https://uploads3.wikiart.org/images/alphonse-mucha/job-1896.jpg!Large.jpg,600,['poster'],['Art Nouveau (Modern)'],['lithography'],"['female-portraits', 'posters-and-advertisements']",,,[],
57726f04edc2cb3880b939ba,The Luncheon on the Grass,the-luncheon-on-the-grass-1863,edouard-manet,Edouard Manet,57726d7eedc2cb3880b47e5b,1863.0,750,https://uploads6.wikiart.org/images/edouard-manet/the-luncheon-on-the-grass-1863.jpg!Large.jpg,591,['genre painting'],['Realism'],"['oil', 'canvas']","['female-nude', 'mealtimes', 'bathing-and-swimming', 'leisure-and-sleep', 'Sitting']",,ParisFrance,"[""Musée d'Orsay, Paris, France""]","The Luncheon in the Grass, with its depiction of a nude female with fully clothed men was a controversial piece when it was displayed at the Salon de Refuses in 1863. It was considered an affront to the times, not only because of the stark nudity of the woman in contrast to the men but also because Manet used familiar models for the figures in the painting. The nude woman is a combination of both his wife, Suzanne Leenhoff, and one of his other female models, Victorine Meurent. The men, on the other hand, are his brother, Eugene Manet, and his brother in law, Ferdinand Leenhoff. It was also considered controversial because it illustrated the rampant prostitution in Paris at the time, which was a taboo subject just to mention, much less display in an oversized canvas. "
577274e7edc2cb3880cce547,Zodiac,zodiac-1896,alphonse-mucha,Alphonse Mucha,57726d85edc2cb3880b48df8,1896.0,436,https://uploads5.wikiart.org/00380/images/alphonse-mucha/mucha-zodiac-portfolio-arts-group.jpg!Large.jpg,600,['allegorical painting'],['Art Nouveau (Modern)'],['lithography'],"['flowers-and-plants', 'female-portraits']",,,[],"'Zodiac' was Mucha's first work under his contract with the printer Champenois and was originally designed as an in-house calendar for the company. In this composition, Mucha incorporated twelve zodiac signs in the halo-like disk behind the woman's head, one of Mucha's customary motifs. The majestic beauty of the woman is emphasised by her regal bearing and elaborate jewellery.

The striking design of the 'Zodiac' calendar quickly attracted the attention of Léon Deschamps, chief editor of 'La Plume'; he bought the rights to distribute it as the magazine's calendar for 1897. It became one of Mucha's most popular designs; at least nine variants of this lithograph are known, including this one which was printed without text to serve as a decorative panel."
57726f77edc2cb3880baa4c5,The Garden of Earthly Delights,the-garden-of-earthly-delights-1515-7,hieronymus-bosch,Hieronymus Bosch,57726d7fedc2cb3880b481c6,1515.0,750,https://uploads7.wikiart.org/images/hieronymus-bosch/the-garden-of-earthly-delights-1515-7.jpg!Large.jpg,380,['religious painting'],['Northern Renaissance'],"['oil', 'panel']","['allegories-and-symbols', 'Christianity', 'Textile']",,,"['Museo del Prado, Madrid, Spain']","By far the best known and most ambitious work, The Garden of Earthly Delights illustrates Bosch’s individual artistic style, containing the most vivid imagery and complexity of symbolic meaning. The triptych is generally thought to be a warning of the dangers of giving in to temptation, but has been subject to vast amounts of conjecture and scrutiny, and critics and historians are split in two directions. Whereas some believe that the middle panel, which depicts a fantastical world of nudes in sexual engagement, large fruits, and other suggestive elements, is simply an illustration of paradise lost, others believe that it is a moral warning, which will lead you to hell, as it is depicted in the third panel of the series. Although there are many contradictory explanations, it is generally thought to be a warning against lust, one of the seven deadly sins. "
57727103edc2cb3880c02a9f,Drawing Hands,drawing-hands,m-c-escher,M.C. Escher,57726d82edc2cb3880b48668,1948.0,718,https://uploads4.wikiart.org/images/m-c-escher/drawing-hands.jpg!Large.jpg,600,['allegorical painting'],['Surrealism'],[],"['allegories-and-symbols', 'Sketch', 'Hand', 'Figure drawing', 'Finger']",,,[],
57726ee6edc2cb3880b8adbb,Portrait of Adele Bloch-Bauer I,portrait-of-adele-bloch-bauer-i-1907-1,gustav-klimt,Gustav Klimt,57726d7eedc2cb3880b47e13,1907.0,600,https://uploads0.wikiart.org/images/gustav-klimt/portrait-of-adele-bloch-bauer-i(1).jpg!Large.jpg,600,['portrait'],['Art Nouveau (Modern)'],"['oil', 'canvas']","['female-portraits', 'Lady']","{'id': '57726d7eedc2cb3880b47e19', 'title': 'Golden phase'}",,"['Private Collection', 'Neue Galerie New York, New York City, US']","This painting, which took three years to complete, was commissioned by the wealthy industrialist Ferdinand Bloch-Bauer, who made his money in the sugar industry. Ferdinand Bloch-Bauer favored the arts, especially Klimt, and commissioned him to complete another portrait of his wife Adele in 1912. Adele Bloch-Bauer was the only person to be painted twice by Klimt. This painting is perhaps most famous not for its artistic quality, but because of its scandalous history since inception. Upon her death, Adele Bloch-Bauer wished the painting to be given to the Austrian State Gallery, but it was seized by advancing German forces in World War II. In 1945, Ferdinand Bloch-Bauer designated the paintings to be the property of his nephew and nieces, including Maria Altmann. Nonetheless, the Austrian government retained ownership of the painting, and was not returned to the Altmann family until 2006 after a long court battle. The painting was then sold at auction for $135 million dollars, which at that time was the highest price paid at auction for a painting. It is now displayed the Neue Art Gallery in New York. "
57726e2fedc2cb3880b61b5c,Avond (Evening): The Red Tree,avond-evening-the-red-tree-1910,piet-mondrian,Piet Mondrian,57726d7bedc2cb3880b47ad4,1910.0,750,https://uploads7.wikiart.org/images/piet-mondrian/avond-evening-the-red-tree-1910.jpg!Large.jpg,534,['landscape'],['Neo-Impressionism'],"['oil', 'canvas']","['twilight-and-night', 'forests-and-trees']",,,"['Gemeentemuseum den Haag, Hague, Netherlands']","One of Mondrian’s earliest paintings, this was the first in which he implemented his color palette of red, blue and yellow, the three primary colors. Also as one of his earlier paintings, it was still a clearly representational form of a tree. As a budding artist, Mondrian began painting simple pastoral landscapes of his home country, and these paintings evolved from those beginning artistic ideas. In the abstraction of the color of the tree and the simple design, Mondrian’s aesthetic style is already present in this simple landscape. This post-impressionistic piece was only a stepping stone in the artist’s development into his ideal form of neo-plasticism.  "
57726e8cedc2cb3880b76280,Jeanne Hebuterne,jeanne-hebuterne-1919,amedeo-modigliani,Amedeo Modigliani,57726d7dedc2cb3880b47cd4,1919.0,400,https://uploads1.wikiart.org/images/amedeo-modigliani/jeanne-hebuterne-1919.jpg!Large.jpg,600,['portrait'],['Expressionism'],"['oil', 'canvas']","['famous-people', 'female-portraits', 'Jeanne-Hebuterne', 'Face', 'Lady', 'Chin', 'Cheek', 'Lip']",,ParisFrance,['Private Collection'],
57726e82edc2cb3880b750a4,Composition IV,composition-iv-1911,wassily-kandinsky,Wassily Kandinsky,57726d7dedc2cb3880b47cb0,1911.0,750,https://uploads8.wikiart.org/images/wassily-kandinsky/composition-iv-1911.jpg!Large.jpg,474,['abstract'],['Abstract Art'],"['oil', 'canvas']",[],,Munich / MonacoGermany,"['Kunstsammlung Nordrhein-Westfalen, Düsseldorf, Germany']","An interesting story that indicates Kandinsky’s intellectual examination in the creation of his works revolves around this composition. He became exhausted during the months of studying he went through in preparation for this painting, and decided to go for a walk. His assistant at the time, Gabrielle Munter, who was tidying up the studio in the artist’s absence, inadvertently turned the canvas on its side. Upon Kandinsky’s return, he saw the canvas, fell to his knees and began weeping at the beauty of the painting. His newly found perspective on the piece would change his artistic vision and direction for the rest of his life. "
57726e88edc2cb3880b75c2c,Yellow-Red-Blue,yellow-red-blue-1925,wassily-kandinsky,Wassily Kandinsky,57726d7dedc2cb3880b47cb0,1925.0,750,https://uploads0.wikiart.org/images/wassily-kandinsky/yellow-red-blue-1925.jpg!Large.jpg,470,['abstract'],['Abstract Art'],"['oil', 'canvas']",['Graphic design'],,Alten / Dessau-altenGermany,"['Georges Pompidou Center, Paris, France']",
5772727dedc2cb3880c55a0b,Three Dancers in an Exercise Hall,three-dancers-in-an-exercise-hall,edgar-degas,Edgar Degas,57726d83edc2cb3880b489b9,1880.0,485,https://uploads7.wikiart.org/images/edgar-degas/three-dancers-in-an-exercise-hall.jpg!Large.jpg,600,['genre painting'],['Impressionism'],[],"['Ballet dancer', 'Footwear', 'Dance', '1880s paintings from France']",,,[],
577275d8edc2cb3880cf7406,Girl with a White Dog,girl-with-a-white-dog,lucian-freud,Lucian Freud,57726d86edc2cb3880b490ab,1952.0,750,https://uploads5.wikiart.org/images/lucian-freud/girl-with-a-white-dog.jpg!Large.jpg,559,['nude painting (nu)'],['Expressionism'],"['oil', 'canvas']","['female-nude', 'Canidae']",,,"['Tate Modern, London, UK']","Typical of Freud's early period, Girl with a White Dog was created using a sable brush, which he used to apply the paint with linear precision, almost like a drawing. The subtle shading evokes a host of textures exuding softness, warmth, and the absence of immediate tension. The robe has slipped off the sitter's shoulder, exposing her right breast. Coupled with the absent stare of the woman and the dog, the muted colors and faint contours give this composition an overall flatness.

The sitter is Kitty Garman, Freud's first wife, and a noted beauty whose father was artist Jacob Epstein. The dog was one of two bull terriers they were given as a wedding gift.

Freud painted many portraits of Kitty during their brief marriage, which ended in divorce in 1952, due to his chronic infidelities. A weariness in the sitter's expression, the deep hollows under her eyes and the self-supporting gesture of the hand under the left breast hint at her discontent, despite this moment of calm. The analytic distance that came to characterize Freud's brilliance as an observer is reinforced by the absence of a name in the title, despite his intimate connection to the subjects. He was able to see certain things better because he remained aloof."
57726efcedc2cb3880b92bc4,The Desperate Man (Self-Portrait),the-desperate-man-self-portrait-1845,gustave-courbet,Gustave Courbet,57726d7eedc2cb3880b47e3f,1845.0,737,https://uploads6.wikiart.org/00380/images/gustave-courbet/desperate-self-portrait-1841-artist-print-collector.jpg!Large.jpg,600,['self-portrait'],['Romanticism'],[],"['male-portraits', 'famous-people', 'Gustave-Courbet', 'characters-and-emotions', 'Human']",,,['Private Collection'],"Many of Courbet’s early paintings from the 1840’s are self-portraits, such as this one. As he had yet to truly develop his realistic painting style, many of these self-portraits are Romantic in style, illustrating the smooth lines and perfection of form of the Romantic school of painting. As a method of self-promotion and advertisement, Courbet made an impression with his self-portraits, and used them to find his own artistic style. After this period, Courbet became convinced that painters should illustrate the world around them as they see it and his realistic work in the later 1840’s gained support among younger realist and neo-romantic painters. "
577275feedc2cb3880d008b8,Seated Woman with Bent Knee,seated-woman-with-bent-knee-1917,egon-schiele,Egon Schiele,57726d86edc2cb3880b49119,1917.0,401,https://uploads7.wikiart.org/images/egon-schiele/seated-woman-with-bent-knee-1917.jpg!Large.jpg,600,['portrait'],['Expressionism'],"['crayon', 'gouache', 'watercolor', 'paper']","['female-portraits', 'Fashion illustration']",,ViennaAustria,"['National Gallery in Prague, Prague, Czech Republic']",
57727671edc2cb3880d162f0,Chop Suey,chop-suey-1929,edward-hopper,Edward Hopper,57726d87edc2cb3880b49321,1929.0,724,https://uploads8.wikiart.org/images/edward-hopper/chop-suey-1929.jpg!Large.jpg,600,['genre painting'],['Social Realism'],"['oil', 'canvas']","['furniture-and-decoration', 'cafes-and-restaurants']",,,['Private Collection'],"According to art scholar David Anfam, one ""striking detail of Chop Suey is that its female subject faces her doppelgänger.""  Others have pointed out it would not be so unusual for two women to be wearing similar hats, and that it is presumptuous to claim doppelgängers when one subject's face is not visible to the viewer. The painting has an interior subject matter, being inside of a cafe, and does not focus on any one given figure. As with many of Hopper's works, the painting features close attention to the effects of light on his subjects."
57726e25edc2cb3880b60a48,The Scream,the-scream-1893,edvard-munch,Edvard Munch,57726d7bedc2cb3880b47a89,1893.0,483,https://uploads2.wikiart.org/images/edvard-munch/the-scream-1893(2).jpg!Large.jpg,600,['genre painting'],['Expressionism'],"['oil', 'pastel', 'cardboard', 'tempera']",[],"{'id': '57726d7bedc2cb3880b47a8f', 'title': 'European period'}",OsloNorway,"['National Gallery, Oslo, Norway']","The Scream is the best known and most frequently reproduced of all Munch’s motifs. With its expressive colours, its flowing lines and striking overall effect, its appeal is universal.

Despite radical simplification, the landscape in the picture is recognisable as the Kristiania Fjord seen from Ekeberg, with a broad view over the fjord, the town and the hills beyond. In the background to the left, at the end of the path with the balustrade that cuts diagonally across the picture, we see two strolling figures, often regarded as two friends whom Munch mentions in notes relating to the picture. But the figure in the foreground is the first to capture the viewer’s attention. Its hands are held to its head and its mouth is wide open in a silent scream, which is amplified by the undulating movement running through the surrounding landscape. The figure is ambiguous and it is hard to say whether it is a man or a woman, young or old – or even if it is human at all.

As with many of Munch’s pictures, it is assumed that here as well his starting point was private feelings and experience. His diaries contain several remarks that seem to form a background to this depiction of existential angst, among them the following: “I was walking along the road with two friends – Then the sun went down – The sky suddenly turned to blood and I felt a great scream in nature –”.

The Scream was first exhibited at Munch’s solo exhibition in Berlin in 1893. It was a central element in “The Frieze of Life”, and has been the theme of probing analysis and many suggested interpretations. The painting also exists in a later version, which is in the possession of the Munch Museum. In addition Munch worked with the motif in drawings, pastels and prints.
"
577275e6edc2cb3880cf8b29,Dante and Virgil,dante-and-virgil-1850,william-adolphe-bouguereau,William-Adolphe Bouguereau,57726d86edc2cb3880b49101,1850.0,478,https://uploads8.wikiart.org/00142/images/57726d86edc2cb3880b49101/william-bouguereau-dante-and-virgile-google-art-project-2.jpg!Large.jpg,600,['illustration'],['Neoclassicism'],"['oil', 'canvas']","['sins-and-sinners', 'fictional-characters', 'Dante', 'Virgil', 'Dante-Alighieri-""The-Divine-Comedy""', 'Mythology', 'Human']",,,"[""Musée d'Orsay, Paris, France""]","Having failed on two occasions to win the Prix de Rome (1848 and 1849), Bouguereau was hungry for revenge. His early submissions to the Salon reveal this fierce desire to succeed. After his ambitious Equality before Death (1849), the young man aimed to create an impression once again. He put forward an even larger painting inspired by Dante whose work was much loved by the Romantics and who captured all its dramatic beauty. This painting was inspired by a short scene from the Inferno, set in the eighth circle of Hell (the circle for falsifiers and counterfeiters), where Dante, accompanied by Virgil, watches a fight between two damned souls: Capocchio, a heretic and alchemist is attacked and bitten on the neck by Gianni Schicchi who had usurped the identity of a dead man in order to fraudulently claim his inheritance.

The critic and poet Théophile Gautier was very complimentary: ""Gianni Schicchi throws himself at Capocchio, his rival, with a strange fury, and Monsieur Bouguereau depicts magnificently through muscles, nerves, tendons and teeth, the struggle between the two combatants. There is bitterness and strength in this canvas – strength, a rare quality!” In fact, Bouguereau here shows great boldness. He is exploring the aesthetic boundaries: exaggerating the muscle structure to the point of distorting it, exaggerating the poses, contrasting colour and shadows, depicting monstrous figures and groups of damned souls. We are particularly reminded of the sublime visions of Romantic artists like Blake (1757-1827), Füssli (1741-1825), and Lawrence (1769-1830). Everything in this painting underlines the feeling of terribilita and horror: a theme to which Bouguereau would never again return."
